text_id,paragraph,p_ru,title,title_ru,author,url,category,subcategory,subcategory_ru
133,"Экстраверттер керісінше, сыртқы ортамен белсенді қарым-қатынастан қуат алады. Олар көп сөйлесіп, адамдармен араласқан сайын жігерлене түседі.","Экстраверты, с другой стороны, черпают энергию из активных отношений с внешним миром. Они становятся более воодушевленными, когда много разговаривают и общаются с людьми.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Экстраверттердің ерекшеліктері:,Характерные черты экстравертов:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Ашық, белсенді, ширақ;","Открытый, активный, подтянутый;",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Қоғамдық ортада өзін еркін сезінеді;,Чувствует себя более комфортно в общественной среде;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Көшбасшылыққа бейім;,Склонность к лидерству;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Қарым-қатынасты қажет етеді;,Требует общения;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Командалық жұмысқа бейім.,Склонность к командной работе.,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Қайсысы мықтырақ?,Что сильнее?,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Бұл сұраққа біржақты жауап беру қиын. Әр адамның мықты тұстары өзіне тән. Біреуі – терең ойшыл, екіншісі – әсерлі сөйлейді. Сондықтан ""қайсысы мықты"" деген сұрақтың жауабы жағдайға байланысты.","Трудно дать однозначный ответ на этот вопрос. У каждого человека свои сильные стороны. Один  глубоко мыслит, другой  говорит впечатляюще. Поэтому ответ на вопрос кто сильнее зависит от ситуации.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Интроверттердің артықшылықтары:,Преимущества интровертов:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Терең талдау жасау қабілетіИнтроверттер маңызды шешім қабылдарда асықпай ойланады. Олар эмоцияға емес, логикаға сүйенеді.","Способность к глубокому анализу Интроверты не спешат принимать важные решения. Они полагаются на логику, а не на эмоции.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Шығармашылық қабілетОлар көп уақытын жалғыз өткізетіндіктен, қиялы ұшқыр, шығармашылық қабілеті жоғары болады. Көптеген жазушылар, суретшілер – интроверттер.","Творчество Поскольку они проводят много времени в одиночестве, они обладают высоким уровнем творческой способности. Многие писатели и художники являются интровертами.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Тыңдай білу өнеріИнтроверттер әңгімелесушіні шынайы тыңдайды, бұл оларды жақсы дос, сенімді кеңесші етеді.","Искусство слушать Интроверты искренне слушают собеседника, что делает их хорошими друзьями и надежными советниками.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Жауапкершілік пен тәртіптілікОлар жұмысты мұқият орындайды, уәдеде тұрады.","Ответственность и дисциплина Они тщательно выполняют работу, выполняют обещания.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Экстраверттердің артықшылықтары:,Преимущества экстравертов:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Тез тіл табысу қабілетіЭкстраверттер жаңа адамдармен оңай танысады, қоғамдық ортада өзін жайлы сезінеді.","Способность быстро ладить Экстраверты легко знакомятся с новыми людьми, чувствуют себя комфортно в общественной обстановке.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Көшбасшылық қабілетОлар топты басқаруға, мотивация беруге бейім.","Лидерские способности Они склонны руководить группой, мотивировать.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Батылдық пен тәуекелге бейімділікЭкстраверттер жаңа мүмкіндіктерден қорықпайды, тез әрекет етеді.",Смелость и склонность к риску Экстраверты не боятся новых возможностей и быстро реагируют.,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Командалық жұмысқа бейімділікОлар бірге жұмыс істеп, нәтижеге топпен жетуге тырысады.",Склонность к командной работе Они работают вместе и стремятся достичь результатов в команде.,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Тарихи тұлғалар мысалында:,На примере исторических личностей:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Интроверттер:,Интроверты:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Альберт Эйнштейн– ғалым. Ол жалғыздықты жақсы көрген, көпшілік ортадан қашқақтаған.","Альберт Эйнштейн  учёный. Он любил уединение, избегал общественного места.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Исаак Ньютон– физик, математик. Өз уақытын ғылыми зерттеулерге арнаған.","Исаак Ньютон  физик, математик. Своё время посвятил научным исследованиям.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Билл Гейтс– Microsoft негізін қалаушы. Тыныш ортада ойлап, болашақты бағдарлай білді.",Билл Гейтс  основатель Microsoft. Умел мыслить в спокойной обстановке и ориентироваться в будущее.,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Экстраверттер:,Экстраверты:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Опра Уинфри– тележүргізуші. Адамдармен еркін сөйлесіп, көпшіліктің көңілінен шығатын қабілеті бар.","Опра Уинфри, телеведущая. У нее есть способность свободно общаться с людьми и быть популярной.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Стив Джобс– Apple компаниясының негізін қалаған. Өзіне сенімді, шабыттандыратын спикер болған.","Стив Джобс, основатель Apple, был уверенным в себе, вдохновляющим оратором.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Элтон Джон– әнші, шоумен. Сахнада өзін еркін сезінеді, тыңдармандармен жақсы байланыс орнатады.","Элтон Джон  певец, шоумен. Чувствует себя комфортно на сцене, налаживает хорошие отношения со зрителями.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Жүйеге емес, жағдайға байланысты мықтылық","Сила, обусловленная ситуацией, а не системой",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Шындығында, адамның табысты болуы оның интроверт немесе экстраверт болуына байланысты емес. Ең бастысы – өзінің күшті және әлсіз жақтарын танып, дұрыс пайдалану.","На самом деле, успех человека зависит не от того, является ли он интровертом или экстравертом. Главное  распознать свои сильные и слабые стороны и использовать их правильно.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Мысалы:,Например:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Сатушы болу үшін экстраверт болу пайдалы, бірақ интроверт те жақсы сатушы бола алады – тыңдай білу арқылы.","Быть экстравертом полезно, чтобы быть продавцом, но интроверт также может стать хорошим продавцом  умея слушать.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Зерттеуші үшін интроверттік қасиет тиімді, бірақ экстраверт те сұхбаттасу, презентация жасау арқылы мықты бола алады.","Интровертная способность полезна для исследователя, но экстраверт также может стать сильным, проводя интервью, делая презентации.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Интроверт пен экстравертті салыстыру кестесі,Сравнительная таблица интровертов и экстравертов,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Аралық тип: Амбиверттер,Промежуточный тип: Амбиверты,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Интроверт пен экстраверттің ортасында – амбиверттер бар. Олар қажет жағдайда ашық, ал кейде тұйық бола алады. Бұл қасиет – қазіргі заман талабына сай өте пайдалы қабілет.","Между интровертом и экстравертом находятся амбиверты. Они могут быть открытыми, когда это необходимо, а иногда и замкнутыми. Это качество  очень полезная способность, соответствующая современным требованиям.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Амбиверттер:,Амбиверты:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Жағдайға бейімделе алады;,Способен адаптироваться к обстоятельствам;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Адамдармен де, өзімен де жұмыс істей алады;","Может работать как с людьми, так и с собой;",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Эмоция мен логиканы үйлестіре алады.,Способен сочетать эмоции и логику.,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Мықты болу үшін не істеу керек?,"Что нужно сделать, чтобы быть сильным?",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Қай типке жатсаң да, өзіңді дамыту – ең маңыздысы.","Независимо от того, к какому типу вы принадлежите, саморазвитие  это самое главное.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Интровертке кеңес:,Совет для интроверта:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Көпшілік алдында сөйлеуге машықтан;,Тренируйтесь говорить публично;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Қоғаммен қарым-қатынас жасаудан қорықпа;,Не бойтесь общаться с общественностью;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Қиындықтардан қашпа, бетпе-бет кел.","Не убегай от трудностей, а встречай их.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Экстравертке кеңес:,Совет экстраверту:,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Тыңдауды үйрен;,Научись слушать;,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Жалғыздықтан қорықпа, өзіңмен де жұмыс істе;","Не бойся одиночества, работай над собой;",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Ойланбай әрекет етуден сақтан.,"Будьте осторожны, чтобы не действовать без размышлений.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,Қорытынды,Заключение,«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Интроверт пен экстраверттің ешқайсысы бір-бірінен мықты емес. Әрқайсысының өз ерекшелігі, өз артықшылығы бар. Ең бастысы –кім екеніңді танып, сол қасиеттеріңді тиімді пайдалана білу. Тек өз даралығыңды танығанда ғана нағыз табысқа жете аласың.","Интроверт и экстраверт не сильнее друг друга. У каждого есть свои особенности, свои преимущества. Главное  знать, кто ты такой, и уметь эффективно использовать эти качества. Только когда ты знаешь свою индивидуальность, ты можешь достичь настоящего успеха.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Қоғам бізге белгілі бір үлгіге сай болуды талап етуі мүмкін, бірақ ең үлкен күш – өзің бола білуде.","Общество может требовать от нас следовать определенному образцу, но величайшая сила  это способность быть собой.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
133,"Интроверт пе, экстраверт пе – маңызды емес. Маңыздысы – өз болмысыңды қабылдап, оны дамыта білу.","Неважно, интроверт или экстраверт. Важно уметь принимать и развивать свою сущность.",«Интроверттер мен экстраверттер: Қайсысы мықтырақ?»,Интроверты и экстраверты: что сильнее?,AA9oxja00i,https://bilim-all.kz/article/23788--Introvertter-men-ekstravertter-Qaisysy-myqtyraq-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
134,"Қазіргі заман – қарқынды даму мен ақпарат тасқынының заманы. Әлеуметтік желілер, мектептегі талаптар, болашаққа деген алаңдаушылық, отбасындағы түсінбеушіліктер – мұның бәрі жасөспірімдердің психикалық денсаулығына әсер етіп, күйзеліс пен стресске алып келуі мүмкін. Бұрын ересектерге ғана тән болып көрінетін мәселелер қазір жастардың да күнделікті өмірінің бір бөлігіне айналып отыр.","Это время стремительного развития и потока информации. Социальные сети, требования в школе, тревога по поводу будущего, семейные недоразумения  все это может повлиять на психическое здоровье подростков, что приведет к стрессу и стрессу. Проблемы, которые раньше казались обычными для взрослых, теперь стали частью повседневной жизни и для молодых людей.",«Стресс пен күйзеліс: Жасөспірімдерге арналған жеңу тәсілдері»,Стресс и стресс: способы преодоления для подростков,AA9oxja00i,https://bilim-all.kz/article/23786--Stress-pen-kuizelis-ZHasospirimderge-arnalgan-zhenu-tasilderi-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
134,"Алайда, күйзеліс пен стресс – үкім емес. Оларды жеңуге, басқаруға болады. Ең бастысы – бұл жағдайды түсініп, оны дұрыс қабылдау және тиісті әрекет жасау.","Однако стресс и стресс не являются осуждением. Их можно преодолеть, ими можно управлять. Главное  понять ситуацию, правильно её принять и действовать соответствующим образом.",«Стресс пен күйзеліс: Жасөспірімдерге арналған жеңу тәсілдері»,Стресс и стресс: способы преодоления для подростков,AA9oxja00i,https://bilim-all.kz/article/23786--Stress-pen-kuizelis-ZHasospirimderge-arnalgan-zhenu-tasilderi-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
134,Стресс пен күйзеліс дегеніміз не?,Что такое стресс и стресс?,«Стресс пен күйзеліс: Жасөспірімдерге арналған жеңу тәсілдері»,Стресс и стресс: способы преодоления для подростков,AA9oxja00i,https://bilim-all.kz/article/23786--Stress-pen-kuizelis-ZHasospirimderge-arnalgan-zhenu-tasilderi-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
134,"Стресс – ағзаның сыртқы қысымға, өзгеріске немесе қиындыққа реакциясы. Ол физикалық немесе психологиялық болуы мүмкін. Ал күйзеліс (депрессия) – ұзақ уақыт бойы жалғасатын теріс эмоционалды жағдай, ол адамның өмірге деген қызығушылығын, мотивациясын жоғалтуына алып келеді.","Стресс  это реакция организма на внешнее давление, перемены или трудности. Он может быть физическим или психологическим. В то время как стресс (депрессия)  это продолжительное негативное эмоциональное состояние, которое приводит к потере интереса и мотивации человека к жизни.",«Стресс пен күйзеліс: Жасөспірімдерге арналған жеңу тәсілдері»,Стресс и стресс: способы преодоления для подростков,AA9oxja00i,https://bilim-all.kz/article/23786--Stress-pen-kuizelis-ZHasospirimderge-arnalgan-zhenu-tasilderi-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
134,Стрестің негізгі белгілері:,Основные симптомы стресса:,«Стресс пен күйзеліс: Жасөспірімдерге арналған жеңу тәсілдері»,Стресс и стресс: способы преодоления для подростков,AA9oxja00i,https://bilim-all.kz/article/23786--Stress-pen-kuizelis-ZHasospirimderge-arnalgan-zhenu-tasilderi-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
134,Ұйқының бұзылуы (ұйқысыздық немесе көп ұйықтау),Нарушения сна (бессонница или сонливость),«Стресс пен күйзеліс: Жасөспірімдерге арналған жеңу тәсілдері»,Стресс и стресс: способы преодоления для подростков,AA9oxja00i,https://bilim-all.kz/article/23786--Stress-pen-kuizelis-ZHasospirimderge-arnalgan-zhenu-tasilderi-,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
